Отбор...;
194;52,8206016
195;53,3711516
196;53,26422001
197;51,41469253
198;51,72841346
199;52,13876195
200;53,84834426
Population 50;
Отбор лучших...;
Скрещивание...;
0;54,50534058
1;54,46554518
2;54,45334464
3;54,44873834
4;54,4263637
5;54,42437002
6;54,41964565
7;54,41340585
8;54,4037404
9;54,40354058
10;54,40020073
11;54,39195581
12;54,36450321
13;54,35997595
14;54,35631708
15;54,34651406
16;54,33601165
17;54,33227417
18;54,33216144
19;54,33129489
20;54,32218105
21;54,31911509
22;54,31601431
23;54,30161651
24;54,30014564
25;54,29472046
26;54,29229767
27;54,27964911
28;54,26974695
29;54,24870504
30;54,24133388
31;54,24069015
32;54,23308239
33;54,22944892
34;54,2276735
35;54,22521569
36;54,21489719
37;54,21489462
38;54,21072033
39;54,21065279
40;54,21057591
41;54,21014835
42;54,20854211
43;54,20819778
44;54,20415359
45;54,20297861
46;54,20270597
47;54,19276488
48;54,1874744
49;54,18342738
50;54,17925939
51;54,17773061
52;54,16160183
53;54,16031985
54;54,15572037
55;54,15286321
56;54,15157197
57;54,14782315
58;54,14742651
59;54,14372068
60;54,14358059
61;54,14349439
62;54,14266972
63;54,14174619
64;54,13959413
65;54,13928484
66;54,13789358
67;54,1348206
68;54,13371514
69;54,13328727
70;54,11448157
71;54,11209736
72;54,10963925
73;54,10367244
74;54,10180434
75;54,10086166
76;54,10079641
77;54,10002902
78;54,09649055
79;54,09577831
80;54,09572842
81;54,09519184
82;54,09471738
83;54,09224181
84;54,09189133
85;54,08909019
86;54,08415195
87;54,08345318
88;54,07546952
89;54,07169799
90;54,06523124
91;54,06429765
92;54,06068355
93;54,05915079
94;54,05749022
95;54,05701426
96;54,0567386
97;54,05641075
98;54,05007615
99;54,04724541
